"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Alaska Troutfitters","4.9","181","18230 Sterling Hwy","Cooper Landing","Alaska","US","http://aktroutfitters.com/","(907) 595-1212","Fishing charter",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alaska%20Troutfitters&query_place_id=ChIJU9qplna2x1YReWHe9YJxFw0","Fishing charter"
"Hard Knocks Outfitters","4.7","15","11475 County Rd 4090","Scurry","Texas","US","http://www.hardknocksoutfitters.com/","(214) 316-9701","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hard%20Knocks%20Outfitters&query_place_id=ChIJtV9Ti7nLToYR2twFE8vsq8g","Hunting area"
"Nine Bar Ranch","4.9","39","3695 Co Rd 4010","Decatur","Texas","US","http://ninebarranch.com/","(940) 393-5853","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nine%20Bar%20Ranch&query_place_id=ChIJj3uMNc2UTYYRvLSkRP93sq4","Hunting area"
"Storm Ranch","4.1","108","2501 Gatlin Creek Rd","Dripping Springs","Texas","US","http://www.stormranchhunting.com/","(512) 626-6726","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Storm%20Ranch&query_place_id=ChIJq3zxnPppW4YRxhi2yRbm5s8","Hunting area"
"Circle M Hunts","5","22","294 Private Rd 6570","Mineola","Texas","US","https://circlemhunts.com/","(913) 370-5871","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Circle%20M%20Hunts&query_place_id=ChIJP-qaHAyTSYYRsUY1q4K4OYU","Hunting area"
"EPO Lodge - Extreme Pheasant Outfitters, LLC","5","16","37821 234th St","Wessington Springs","South Dakota","US","https://www.epolodge.com/","(605) 881-4459","Lodge","Hunting preserve",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EPO%20Lodge%20-%20Extreme%20Pheasant%20Outfitters%2C%20LLC&query_place_id=ChIJo6aClnz7hocRPHT06JznGaQ","Lodge"
"Boone Outfitters","5","13","3768 E 18th St","Greeley","Colorado","US","https://www.booneoutfitters.org/","(970) 445-8226","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Boone%20Outfitters&query_place_id=ChIJnz9GooENbIcR9ioupnsKkac","Hunting preserve"
"Prone Outfitters","4.4","33",,,,,"https://proneoutfitters.com/","(682) 300-4008","Tour agency","Service establishment","Hunting club",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prone%20Outfitters&query_place_id=ChIJkUhcuL1gToYRgIXKImTcv8M","Tour agency"
"A3B Outdoors","5","16","5000 Co Rd 147","Brownwood","Texas","US","https://a3boutdoors.com/","(512) 952-1122","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=A3B%20Outdoors&query_place_id=ChIJT3RHOd_NUIYRFDuiFcWdi_s","Hunting club"
"Crooked Creek Outfitters","4.9","70","1802 Co Rd 136","Cisco","Texas","US","https://huntcrookedcreek.com/","(325) 450-7446","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crooked%20Creek%20Outfitters&query_place_id=ChIJj5hp4KU1UYYRGQqUE9gFDTI","Hunting club"
"Top Gun Outfitters","4.8","52","12391 FM 266","Goree","Texas","US","https://topgunoutfitters.com/?utm_source=google&utm_medium=listing&utm_id=organic","(806) 701-8065","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Gun%20Outfitters&query_place_id=ChIJ2TzPK_eLVIYRoC163tgtKtY","Hunting club"
"King of Eights Outfitters LLC","4.7","53","510 FM2406","Ballinger","Texas","US","http://www.kingofeights.com/","(210) 740-6411","Adventure sports center",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=King%20of%20Eights%20Outfitters%20LLC&query_place_id=ChIJJ_oI1JKhV4YRWw5D27B0FVA","Adventure sports center"
"Wild Rocking P Hunting Ranch","5","24","190 Co Rd 313","Goldthwaite","Texas","US","https://wildrockingp.com/","(512) 970-4534","Hunting preserve","Fishing camp","Outdoor activity organiser","Ranch","Recreation center",,,,,,,"https://www.google.com/maps/search/?api=1&query=Wild%20Rocking%20P%20Hunting%20Ranch&query_place_id=ChIJ10a_SCJ-UIYRKiXRhhibY4I","Hunting preserve"
"Infinity Outfitters","5","2","Russell Ln","Menard","Texas","US",,"(817) 933-2363","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Infinity%20Outfitters&query_place_id=ChIJZxdTKF03WIYREsOUjZPCSck","Hunting area"
"Salt Flat Outfitters / Sandhill Crane Hunts / West Texas",,,"1015 Hill Country Dr","Big Spring","Texas","US","https://www.facebook.com/people/Salt-Flat-Outfitters/61572788940802/","(318) 613-3180","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salt%20Flat%20Outfitters%20%2F%20Sandhill%20Crane%20Hunts%20%2F%20West%20Texas&query_place_id=ChIJ-WK9e4k7-YYRan8XQggGrsQ","Hunting area"
"Elk Fork Outfitters","4.9","38","17 Paintbrush Dr","Cody","Wyoming","US","http://www.elkforkoutfitters.net/","(307) 690-0566","Hunting area","Fishing camp","Horseback riding service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elk%20Fork%20Outfitters&query_place_id=ChIJWdA6f7ErTFMR7u4NXRWNUcw","Hunting area"
"Double A Outfitters","5","4","159 Kanode Rd","Moorcroft","Wyoming","US","https://huntdoubleaoutfitters.com/","(307) 660-0511","Store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Double%20A%20Outfitters&query_place_id=ChIJBdPfTNRsM1MRWs1YTHkCUQY","Store"
"Montana Hunting Company","4.7","14","265 Timberline Dr","Bozeman","Montana","US","http://www.montanahuntingcompany.com/","(406) 585-9051","Outdoor activity organiser",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Montana%20Hunting%20Company&query_place_id=ChIJNzVyAs5ORVMR_TkQQLNSOwc","Outdoor activity organiser"
"Scattered Acres Outfitting, LLC","4.9","96","1490 5th Rd","Palmer","Kansas","US","https://scatteredacresoutfitting.com/?utm_source=organic&utm_medium=gbp-listing&utm_id=google","(785) 770-7440","Hunting area","Fishing charter","Hunting club","Hunting preserve","Lodge","Wedding venue",,,,,,"https://www.google.com/maps/search/?api=1&query=Scattered%20Acres%20Outfitting%2C%20LLC&query_place_id=ChIJ2dEd1nV5vYcRExVEHsGMzcY","Hunting area"
"True Kansas Outdoors","4.9","20","915 Sanders St","Burlington","Kansas","US","https://www.truekansasoutdoors.com/","(620) 203-1109","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=True%20Kansas%20Outdoors&query_place_id=ChIJU_xPo_YfuYcRhrvVV_bzEWs","Hunting area"
"Nichol Ridge Outfitters","4.5","18","892 Drake Rd","Stuart","Nebraska","US","http://nroutfitters.net/","(618) 920-6862","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nichol%20Ridge%20Outfitters&query_place_id=ChIJq3YUHt2BhIcRN8TBGNS396E","Hunting area"
"Kings Hill Outfitters",,,"76 Avenue, Avenue 230","Arnold","NE","US","http://kingshilloutfitters.com/","(308) 870-0835","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kings%20Hill%20Outfitters&query_place_id=ChIJU60hF6p1nYcRCvpylir0beQ","Hunting area"
"Missouri Hunting And Fishing Adventures",,,"31475 Maiden Rd","Edwards","Missouri","US","http://missourihuntingandfishingadventures.com/","(660) 815-0868","Hunting club","Cottage rental","Fishing charter","Lodging",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Missouri%20Hunting%20And%20Fishing%20Adventures&query_place_id=ChIJ_RLrwAF3xIcR_CjhwO6QClQ","Hunting club"
"Prairie Highlands Lodge","5","12","25464 288th St","Wood","South Dakota","US","http://www.prairiehighlandslodge.com/","(605) 828-0104","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prairie%20Highlands%20Lodge&query_place_id=ChIJRUJlgjbEgYcRBJSx6Ep4T3E","Hunting area"
"Paradise Outfitters","2","1","16994 111th St","Lodgepole","South Dakota","US","https://www.sdhuntingparadise.com/",,"Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Paradise%20Outfitters&query_place_id=ChIJATzPuDlLKVMRCj0Fe8Qjaos","Hunting preserve"
"Pahapesto Guiding Service","5","9","29992 Pahapesto Buttes Rd","Winner","South Dakota","US","http://www.huntbadnation.com/","(605) 295-2395","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pahapesto%20Guiding%20Service&query_place_id=ChIJ792Kfae9gYcR5QzDryxogmw","Hunting area"
"Coteau View Hunts","4.9","55","40746 144th St","Conde","South Dakota","US","https://coteauviewhunts.com/","(605) 395-7788","Hunting club","Dog trainer","Hunting area","Hunting preserve",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coteau%20View%20Hunts&query_place_id=ChIJe9ojjXSH0lIRUeCaUxp9vxQ","Hunting club"
"SD Outfitters","4.9","80","19823 US-191","Duchesne","Utah","US","http://sdoutfitter.com/","(801) 391-2731","Ranch","Hunting store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SD%20Outfitters&query_place_id=ChIJSYq-4D0RU4cRW8anJPJBnHc","Ranch"
"Crooked Creek Outfitters",,,"11401 N Camp Crook Rd","Camp Crook","South Dakota","US","http://www.crookedcreekoutfitter.com/contact.shtm","(605) 224-8156","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crooked%20Creek%20Outfitters&query_place_id=ChIJi88P87M-LlMRpeq0x2r59KI","Hunting area"
"Bluff Bucks Outfitters","5","3","S1445 County Rd S #37","Alma","Wisconsin","US","http://bluffbucks.net/","(608) 685-4736","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bluff%20Bucks%20Outfitters&query_place_id=ChIJR2u2jE1V-IcRt349n5IRktw","Hunting club"
"Griffin Outdoors & Porters Hunt Club","5","32",,,,,"https://portersoutdoors.com/","(815) 575-0735","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Griffin%20Outdoors%20%26%20Porters%20Hunt%20Club&query_place_id=ChIJpaxNK-sxNk4R5G90eT3Ifbc","Hunting club"
"Wolf River Whitetails","5","6","N5414 County Hwy E","Ogdensburg","Wisconsin","US","https://www.facebook.com/p/Wolf-River-Whitetails-61551693144381/","(910) 724-1848","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wolf%20River%20Whitetails&query_place_id=ChIJq99FgiGfAYgRTPrbmBNUHhE","Hunting preserve"
"L & C Guide Service LLC","5","6","105020 Elderberry Rd","Colby","Wisconsin","US","http://www.lcguideservice.com/","(715) 316-1382","Fishing charter","Hunting area","Tour operator",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=L%20%26%20C%20Guide%20Service%20LLC&query_place_id=ChIJ9UqftOf1_4cRtddBCYYFynI","Fishing charter"
"Mass Audubon's Broad Meadow Brook Conservation Center and Wildlife Sanctuary","4.7","427","414 Massasoit Rd","Worcester","Massachusetts","US","https://www.massaudubon.org/places-to-explore/wildlife-sanctuaries/broad-meadow-brook","(508) 753-6087","Nature preserve","Bird watching area","Hiking area","Non-profit organization","Wildlife refuge",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mass%20Audubon's%20Broad%20Meadow%20Brook%20Conservation%20Center%20and%20Wildlife%20Sanctuary&query_place_id=ChIJowC3OvgF5IkR78buY2uHvfY","Nature preserve"
"Mississippi River Islands Scientific and Natural Area (SNA)","4.5","32","Washington St.","Monticello","MN","US","http://www.mndnr.gov/snas/sna00980","(651) 259-5800","Nature preserve","Tourist attraction",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mississippi%20River%20Islands%20Scientific%20and%20Natural%20Area%20(SNA)&query_place_id=ChIJERaLH0phs1IRtgUEC8sHGqI","Nature preserve"
"Steffen Brothers Outdoor Expeditions","5","3","190-76 SD-1804","Pierre","SD","US",,"(605) 264-5571","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Steffen%20Brothers%20Outdoor%20Expeditions&query_place_id=ChIJEUQPykVO1VIR3vfRy8zCT6M","Hunting club"
"Potter's Fields Pheasant Hunting","5","5","44197 SD-38","Salem","South Dakota","US","https://www.pottersfieldssd.com/","(605) 421-0257","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Potter's%20Fields%20Pheasant%20Hunting&query_place_id=ChIJu6M1rJJEj4cRJOCAhSNAgHI","Hunting area"
"Whimsical Whitetails","5","5","4366 270th St E","Medford","Minnesota","US","http://www.whimsicalwhitetails.com/","(507) 446-1098","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Whimsical%20Whitetails&query_place_id=ChIJWe62WNbk9ocRtPOubM2t8ew","Hunting preserve"
"Sand Pine Pheasants Family","4.9","111","12195 Norway Rd","Avon","Minnesota","US","http://sandpinepheasants.com/","(320) 363-4790","Recreation center",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sand%20Pine%20Pheasants%20Family&query_place_id=ChIJbYKtgbZQtFIRaVKpCl5Bq-0","Recreation center"
"Lake of the Woods Outfitters","5","5","50486 350th St","Salol","Minnesota","US","http://www.lowoutfitters.com/","(701) 317-2721","Association / Organization",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lake%20of%20the%20Woods%20Outfitters&query_place_id=ChIJ9Yq8mXBCv1IRHhjMSo7Ngu8","Association / Organization"
"Goodwill Store and Buy the Pound Outlet","3.9","450","9 Wason Rd","Hudson","New Hampshire","US","https://goodwillnne.org/","(603) 718-6111","Thrift store","Donations center","Store","Warehouse",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goodwill%20Store%20and%20Buy%20the%20Pound%20Outlet&query_place_id=ChIJkacqCmSw44kR2EGxC5HL7kU","Thrift store"
"Allagash Guide Service","4.9","83","928 Allagash Rd","Allagash","Maine","US","http://www.allagashguideservice.com/","(207) 398-3418","Outdoor activity organiser","Campground","Canoe & kayak rental service","Canoe & kayak tour agency","Canoeing area","Fishing camp","Hunting area","Recreation center","Tour agency","Travel agency",,"https://www.google.com/maps/search/?api=1&query=Allagash%20Guide%20Service&query_place_id=ChIJaQbbVWcVvEwRDlcqchKn3ew","Outdoor activity organiser"
"Thomas Ranch Outfitters","5","5","1550 New Haven Rd","Hulett","Wyoming","US","http://www.thomasranchoutfitters.com/","(307) 467-5781","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Thomas%20Ranch%20Outfitters&query_place_id=ChIJS-sG3PerM1MRvGdMeK_fEtE","Hunting area"
"Rusted Oak Ranch","5","13","50 Silver Crk Rd","Sundance","Wyoming","US",,"(307) 290-2331","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rusted%20Oak%20Ranch&query_place_id=ChIJKSZPlc7ZMlMRy2pHDzqOiZ0","Hunting area"
"Trophy Ridge Outfitters","4.4","13","17985 US-14","Carlile","Wyoming","US","http://www.trophyridgeoutfitters.com/",,"Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trophy%20Ridge%20Outfitters&query_place_id=ChIJMfLS0iAPM1MR087iyS51KPc","Hunting club"
"Prairie Bomb Outfitters","4","7","723 W University Ave","Georgetown","Texas","US","https://prairiebomboutfitters.com/","(209) 614-1010","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prairie%20Bomb%20Outfitters&query_place_id=ChIJVVWJ7mXWRIYRlzQTlmbBxVM","Hunting club"
"6S River Ranch","5","36","1469 Old Georgetown Rd","Gatesville","Texas","US","https://6sriverranch.com/","(512) 699-2815","Ranch","Hunting area","Hunting club","Hunting preserve","Lodge",,,,,,,"https://www.google.com/maps/search/?api=1&query=6S%20River%20Ranch&query_place_id=ChIJgVmxxMn_T4YR6WNF3BAEPAY","Ranch"
"MMK Outfitters","4.5","38","Co Rd 267","Cameron","Texas","US","http://www.mmkoutfitters.com/","(281) 460-4628","Hunting preserve","Catering","Retreat center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MMK%20Outfitters&query_place_id=ChIJWUbk8Qq8RYYRgn3vbeWUZiE","Hunting preserve"
"BuckWild Outfitters","5","5","901 Co Rd 4557","Bivins","Texas","US",,"(903) 650-0248","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BuckWild%20Outfitters&query_place_id=ChIJe4iqQb2fNoYR9KvR6K9PnzM","Hunting area"
"Red Rock Outfitters","5","2","192 Bartsch Ln","Red Rock","Texas","US","http://redrockoutfittersllc.com/","(512) 304-8616","Lodge",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Red%20Rock%20Outfitters&query_place_id=ChIJq6qWxuOfRIYRZI0_DB96uMU","Lodge"
"Tenney Creek Outfitters","4.8","6","8483 FM713","Dale","Texas","US","https://tenneycreekoutfitters.com/","(512) 360-7344","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tenney%20Creek%20Outfitters&query_place_id=ChIJAQC06INeQ4YRlwNm6kf0NGM","Hunting area"
"Goose Creek Outfitters","5","2","41234 Goose Creek Rd","Elsmere","Nebraska","US","http://www.goosecreekoutfitters.com/",,"Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goose%20Creek%20Outfitters&query_place_id=ChIJ0SoVS8u3gocRxMjxwREzdgk","Hunting area"
"Routier Outfitting","5","7","12179 Mackey Rd","Buffalo","South Dakota","US","http://www.huntsd.net/","(605) 210-1440","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Routier%20Outfitting&query_place_id=ChIJBcJLMFN0LlMRDq2VZ0nsJEI","Hunting club"
"Nelson Valley Outfitters","5","8","25890 389th Ave","Stickney","South Dakota","US","http://nelsonvalleyoutfitters.com/","(605) 351-1198","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nelson%20Valley%20Outfitters&query_place_id=ChIJ4_eUQsx8hocRQePtRQfu3R8","Hunting club"
"Lazy Bear Ranch LLC","4.9","106","612 Unity Ln","Weiser","Idaho","US","https://www.lazybearranch.com/","(208) 550-0440","Event venue","Hunting preserve","Wedding venue",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lazy%20Bear%20Ranch%20LLC&query_place_id=ChIJa6NzOcKBpVQRGWNNou7wAoM","Event venue"
"SAW Outfitters","5","10","3411 Swan Valley Hwy","Irwin","Idaho","US","https://www.sawoutfitters.com/","(307) 727-6206","Outdoor activity organiser",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SAW%20Outfitters&query_place_id=ChIJv6940OVjU1MREMaI2yGWr5A","Outdoor activity organiser"
"Lazy Bear Ranch Guest Suites","5","26","619 Unity Ln","Weiser","Idaho","US","http://www.lazybearranch.com/","(208) 550-0440","Motel",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lazy%20Bear%20Ranch%20Guest%20Suites&query_place_id=ChIJT3L5ZUiBpVQRs3s-rHn0qgI","Motel"
"Flyway Fowling Guide Service, LLC","5","4","14812 WI-35","Ferryville","Wisconsin","US","http://flywayfowling.com/","(608) 732-9535","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Flyway%20Fowling%20Guide%20Service%2C%20LLC&query_place_id=ChIJm0hqaOVw_IcRcTLH5Tu8Ok0","Hunting area"
"Coastal Wisconsin Outfitters LLC","4","2",,,,,"http://www.coastalwisconsin.com/","(262) 227-9507","Tour operator","Service establishment","Fishing charter",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coastal%20Wisconsin%20Outfitters%20LLC&query_place_id=ChIJgXlUihfqBIgRj7vHVQNuGBE","Tour operator"
"New Mexico Professional Big Game Hunting, Inc","4.6","17","38 Chapel","Quemado","New Mexico","US","http://nmtrophyhunts.com/","(575) 773-4599","Hunting area","Lodge","Taxidermist",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Mexico%20Professional%20Big%20Game%20Hunting%2C%20Inc&query_place_id=ChIJ9zVT4V3tJocRtj1tcHMk70E","Hunting area"
"Milligan Brand Outfitters","3","2","HC 75 Box 87","Chama","New Mexico","US","https://milliganbrand.com/","(575) 756-2630","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Milligan%20Brand%20Outfitters&query_place_id=ChIJlVijZEKHPYcRLK-xbPN7Bhk","Hunting club"
"Best of the West Outfitters","4.5","22","South Piney Creek Trail head","Big Piney","Wyoming","US","http://www.bestofthewestoutfitters.com/","(307) 921-9744","Hunting club","Fishing camp","Horseback riding service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Best%20of%20the%20West%20Outfitters&query_place_id=ChIJp7E8U5v3VocRagTA_id9c0A","Hunting club"
"Arkansas Guided Duck Hunts",,,"1612 AR-31","Sherrill","Arkansas","US",,"(479) 409-0755","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arkansas%20Guided%20Duck%20Hunts&query_place_id=ChIJuVQFbY0vLYYRwkNSqSf_6Ng","Hunting area"
"Daves Bayou Lodge & Outfitters","5","16","140 Duck Blind Rd","Mangham","Louisiana","US","http://www.davesbayououtfitters.com/","(318) 355-0793","Lodging",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Daves%20Bayou%20Lodge%20%26%20Outfitters&query_place_id=ChIJ2aWRFjSpL4YRCSHtdQtmgVw","Lodging"
"Alaska Wilderness Enterprises","4.5","10","7445 Chena Hot Springs Rd","Fairbanks","Alaska","US","https://www.wildernessenterprises.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_tracking","(907) 488-7517","Hunting area","Fishing charter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alaska%20Wilderness%20Enterprises&query_place_id=ChIJ2-RnajDKM1ER-gaPVm1DPQE","Hunting area"
"H&H Alaskan Outfitters","5","3","47333 Anna Leah Ave","Soldotna","Alaska","US","http://www.hhalaskanoutfitters.com/contact.html","(907) 244-2993","Park",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=H%26H%20Alaskan%20Outfitters&query_place_id=ChIJt1szbDlixlYRTkotCBkZVMQ","Park"
"Alaska Hunting Adventures","3.7","3","Mile 91 Tok Hwy","Mentasta Lake","Alaska","US","http://www.tokmanagementarea.com/","(907) 883-3083","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alaska%20Hunting%20Adventures&query_place_id=ChIJv0h-BheKSlERUxoupSHTkZk","Hunting area"
"Reverse 7 L Outfitters","5","24","375 Co Rd 251","Rifle","Colorado","US","http://reverse7l.com/","(970) 625-2526","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Reverse%207%20L%20Outfitters&query_place_id=ChIJZcwM8aNBQYcROtSjOzzhCXI","Hunting area"
"Little Creek Ranch","4.9","14","11264 60 75/100 Rd","Collbran","Colorado","US","https://littlecreekranchco.com/","(970) 487-3321","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Little%20Creek%20Ranch&query_place_id=ChIJqfIe_8LWQIcRQpNU-qAdNmo","Hunting preserve"
"Heart of the Rockies Outfitters","5","5","2308 Co Rd 320","Westcliffe","Colorado","US","https://huntingcolorado.net/","(719) 269-0619","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heart%20of%20the%20Rockies%20Outfitters&query_place_id=ChIJ5X5ERxlpFIcR4p9IDDzK4Go","Hunting area"
"Arctic North Guides LLC","5","1","13 Alaska Peninsula Hwy","King Salmon","Alaska","US","http://www.arcticnorthguides.com/","(907) 469-0581","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arctic%20North%20Guides%20LLC&query_place_id=ChIJVVcwLdR36FYR6acQgR0DxnI","Hunting club"
"Frontier Outfitters","4.3","252","250 3rd St #6","Fairbanks","Alaska","US","http://www.frontieroutfittersfairbanks.com/","(907) 452-4774","Sporting goods store","Hardware store","Outdoor clothing and equipment shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Frontier%20Outfitters&query_place_id=ChIJ0RBqi0NFMlER54nS3MYOXZ8","Sporting goods store"
"Top Gun Treks","5","2","West, 2000 Rivulet Ave","Wasilla","Alaska","US","http://www.topguntreks.com/","(907) 376-2327","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Gun%20Treks&query_place_id=ChIJP76U2CHcyFYRNjqqWrmngTc","Hunting club"
"Alaska Outdoor Gear Rental","4.7","269","540 W Potter Dr","Anchorage","Alaska","US","http://www.alaskaoutdoorgearrental.com/","(907) 830-0232","Outdoor sports store","Bicycle rental service","Boat rental service","Camping store","Fishing store","Hunting store","Raft trip outfitter",,,,,"https://www.google.com/maps/search/?api=1&query=Alaska%20Outdoor%20Gear%20Rental&query_place_id=ChIJdQk-bCuWyFYR8dqQCTxiEtE","Outdoor sports store"
"Hog Hunt USA",,,"Blue Oak Blvd","San Marcos","Texas","US","https://hoghuntusa.com/?utm_source=gmaps","(512) 766-5206","Hunting club","Gun club","Hunting area","Hunting preserve",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hog%20Hunt%20USA&query_place_id=ChIJtV6RPNodSm0RdwX31nmYzgA","Hunting club"
"Miles High Outfitters","5","2","2905 Old White Bird Hill Rd","Grangeville","Idaho","US","https://mileshighoutfitters.com/","(208) 697-3521",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Miles%20High%20Outfitters&query_place_id=ChIJ3RksPkLDoFQRmqG3iDzqIXQ",
"Lazy Horse Outfitters","5","4","608 Michigan Ave","Orofino","Idaho","US","https://www.lazyhorseoutfitters.com/","(208) 305-3660","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lazy%20Horse%20Outfitters&query_place_id=ChIJgzxzrVRxoFQRxCx9qFJePnE","Hunting club"
"Silver Spur Outfitters and Lodge","5","1","2781 Orogrande-Dixie Rd","Dixie","Idaho","US","https://www.primaloutfittersidaho.com/","(360) 914-7441","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Silver%20Spur%20Outfitters%20and%20Lodge&query_place_id=ChIJx_akiRhDp1QRgz4oLLbHuXA","Hunting area"
"Korkow Ranch Pheasant Hunting","5","9","30711 206th St","Pierre","South Dakota","US","http://korkowranch.com/","(605) 224-9797","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Korkow%20Ranch%20Pheasant%20Hunting&query_place_id=ChIJC1swwlINgIcRj5BhWyUKtdg","Hunting area"
"Dakota Game Lodge","4.5","4","14770 338th Ave","Onaka","South Dakota","US","http://dakotagamelodge.com/","(605) 281-1033","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dakota%20Game%20Lodge&query_place_id=ChIJFU5COwp_1FIRQ0VFo8Q0O-w","Hunting club"
"Snowbank Lodge and Outfitters","4.9","74","14564 Snowbank Lodge Rd","Ely","Minnesota","US","http://snowbanklodgeandoutfitters.com/","(218) 365-6032","Lodge",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snowbank%20Lodge%20and%20Outfitters&query_place_id=ChIJMWmv-p7RpVIROKAIPNp33ec","Lodge"
"Wightman Outdoors","4.9","26",,,,,"https://www.wightmanoutdoors.com/","(218) 686-6452","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wightman%20Outdoors&query_place_id=ChIJ3cnJy2tZD4ARm1WCxB0KHnM","Hunting club"
